,Frame,Previous Position,Previous Velocity,Action,Position,Velocity,Reward,Terminal,Truncated
222,22.0,-0.5247729420661926,-0.002682560821995139,1.0,-0.5274466872215271,-0.002673754468560219,-1.0,0.0,0.0
223,23.0,-0.5274466872215271,-0.002673754468560219,0.0,-0.5310916304588318,-0.003644895739853382,-1.0,0.0,0.0
224,24.0,-0.5310916304588318,-0.003644895739853382,1.0,-0.5346803069114685,-0.0035887041594833136,-1.0,0.0,0.0
225,25.0,-0.5346803069114685,-0.0035887041594833136,1.0,-0.5381858944892883,-0.003505607834085822,-1.0,0.0,0.0
226,26.0,-0.5381858944892883,-0.003505607834085822,0.0,-0.5425821542739868,-0.004396239295601845,-1.0,0.0,0.0
227,27.0,-0.5425821542739868,-0.004396239295601845,2.0,-0.5458360910415649,-0.003253940725699067,-1.0,0.0,0.0
228,28.0,-0.5458360910415649,-0.003253940725699067,1.0,-0.5489233732223511,-0.0030872845090925694,-1.0,0.0,0.0
229,29.0,-0.5489233732223511,-0.0030872845090925694,2.0,-0.5508209466934204,-0.0018975326092913747,-1.0,0.0,0.0
230,30.0,-0.5508209466934204,-0.0018975326092913747,0.0,-0.5535145401954651,-0.0026935935020446777,-1.0,0.0,0.0
231,31.0,-0.5535145401954651,-0.0026935935020446777,0.0,-0.5569840669631958,-0.0034695265349000692,-1.0,0.0,0.0
232,32.0,-0.5569840669631958,-0.0034695265349000692,1.0,-0.5602036118507385,-0.003219555364921689,-1.0,0.0,0.0
233,33.0,-0.5602036118507385,-0.003219555364921689,0.0,-0.5641491413116455,-0.003945570904761553,-1.0,0.0,0.0
234,34.0,-0.5641491413116455,-0.003945570904761553,1.0,-0.5677913427352905,-0.003642192343249917,-1.0,0.0,0.0
235,35.0,-0.5677913427352905,-0.003642192343249917,1.0,-0.5711030960083008,-0.003311718115583062,-1.0,0.0,0.0
236,36.0,-0.5711030960083008,-0.003311718115583062,1.0,-0.5740597248077393,-0.002956640673801303,-1.0,0.0,0.0
237,37.0,-0.5740597248077393,-0.002956640673801303,2.0,-0.5756393671035767,-0.0015796275110915303,-1.0,0.0,0.0
238,38.0,-0.5756393671035767,-0.0015796275110915303,0.0,-0.5778302550315857,-0.002190906787291169,-1.0,0.0,0.0
239,39.0,-0.5778302550315857,-0.002190906787291169,1.0,-0.5796161890029907,-0.0017859627259895205,-1.0,0.0,0.0
240,40.0,-0.5796161890029907,-0.0017859627259895205,2.0,-0.5799840092658997,-0.00036780672962777317,-1.0,0.0,0.0
241,41.0,-0.5799840092658997,-0.00036780672962777317,0.0,-0.5809309482574463,-0.0009469312499277294,-1.0,0.0,0.0
242,42.0,-0.5809309482574463,-0.0009469312499277294,2.0,-0.5804499983787537,0.000480943126603961,-1.0,0.0,0.0
243,43.0,-0.5804499983787537,0.000480943126603961,0.0,-0.5805447697639465,-9.473678073845804e-05,-1.0,0.0,0.0
244,44.0,-0.5805447697639465,-9.473678073845804e-05,2.0,-0.5792144536972046,0.0013302834704518318,-1.0,0.0,0.0
245,45.0,-0.5792144536972046,0.0013302834704518318,2.0,-0.5764690041542053,0.002745468635112047,-1.0,0.0,0.0
246,46.0,-0.5764690041542053,0.002745468635112047,0.0,-0.5743286609649658,0.0021403345745056868,-1.0,0.0,0.0
247,47.0,-0.5743286609649658,0.0021403345745056868,1.0,-0.5718092918395996,0.0025193416513502598,-1.0,0.0,0.0
248,48.0,-0.5718092918395996,0.0025193416513502598,2.0,-0.5679296255111694,0.003879661438986659,-1.0,0.0,0.0
249,49.0,-0.5679296255111694,0.003879661438986659,0.0,-0.56471848487854,0.00321116391569376,-1.0,0.0,0.0
250,50.0,-0.56471848487854,0.00321116391569376,0.0,-0.5621997117996216,0.0025187800638377666,-1.0,0.0,0.0
251,51.0,-0.5621997117996216,0.0025187800638377666,2.0,-0.5583920478820801,0.0038076406344771385,-1.0,0.0,0.0
252,52.0,-0.5583920478820801,0.0038076406344771385,2.0,-0.5533239245414734,0.005068116821348667,-1.0,0.0,0.0
253,53.0,-0.5533239245414734,0.005068116821348667,0.0,-0.5490331649780273,0.004290760029107332,-1.0,0.0,0.0
254,54.0,-0.5490331649780273,0.004290760029107332,2.0,-0.5435518622398376,0.005481333006173372,-1.0,0.0,0.0
255,55.0,-0.5435518622398376,0.005481333006173372,0.0,-0.5389209389686584,0.00463089207187295,-1.0,0.0,0.0
256,56.0,-0.5389209389686584,0.00463089207187295,1.0,-0.5341752171516418,0.004745767917484045,-1.0,0.0,0.0
257,57.0,-0.5341752171516418,0.004745767917484045,1.0,-0.5293501019477844,0.004825077950954437,-1.0,0.0,0.0
258,58.0,-0.5293501019477844,0.004825077950954437,0.0,-0.5254819393157959,0.0038682108279317617,-1.0,0.0,0.0
259,59.0,-0.5254819393157959,0.0038682108279317617,0.0,-0.5225995779037476,0.0028823341708630323,-1.0,0.0,0.0
260,60.0,-0.5225995779037476,0.0028823341708630323,1.0,-0.5197247266769409,0.002874840283766389,-1.0,0.0,0.0
261,61.0,-0.5197247266769409,0.002874840283766389,1.0,-0.5168789625167847,0.002845785580575466,-1.0,0.0,0.0
262,62.0,-0.5168789625167847,0.002845785580575466,0.0,-0.5150835514068604,0.0017953902715817094,-1.0,0.0,0.0
263,63.0,-0.5150835514068604,0.0017953902715817094,2.0,-0.5123520493507385,0.002731533255428076,-1.0,0.0,0.0
264,64.0,-0.5123520493507385,0.002731533255428076,0.0,-0.5107048153877258,0.00164719857275486,-1.0,0.0,0.0
265,65.0,-0.5107048153877258,0.00164719857275486,1.0,-0.5091543197631836,0.001550518092699349,-1.0,0.0,0.0
266,66.0,-0.5091543197631836,0.001550518092699349,1.0,-0.5077120661735535,0.0014422184322029352,-1.0,0.0,0.0
267,67.0,-0.5077120661735535,0.0014422184322029352,2.0,-0.5053889751434326,0.0023231133818626404,-1.0,0.0,0.0
268,68.0,-0.5053889751434326,0.0023231133818626404,1.0,-0.5032023787498474,0.002186607802286744,-1.0,0.0,0.0
269,69.0,-0.5032023787498474,0.002186607802286744,1.0,-0.5011686682701111,0.0020337302703410387,-1.0,0.0,0.0
270,70.0,-0.5011686682701111,0.0020337302703410387,2.0,-0.49830299615859985,0.0028656311333179474,-1.0,0.0,0.0
271,71.0,-0.49830299615859985,0.0028656311333179474,0.0,-0.49662691354751587,0.0016760950675234199,-1.0,0.0,0.0
272,72.0,-0.49662691354751587,0.0016760950675234199,1.0,-0.49515289068222046,0.0014740267070010304,-1.0,0.0,0.0
273,73.0,-0.49515289068222046,0.0014740267070010304,1.0,-0.49389195442199707,0.001260941382497549,-1.0,0.0,0.0
274,74.0,-0.49389195442199707,0.001260941382497549,1.0,-0.4928535223007202,0.0010384350316599011,-1.0,0.0,0.0
275,75.0,-0.4928535223007202,0.0010384350316599011,1.0,-0.4920453429222107,0.000808172335382551,-1.0,0.0,0.0
276,76.0,-0.4920453429222107,0.000808172335382551,0.0,-0.49247345328330994,-0.0004281251458451152,-1.0,0.0,0.0
277,77.0,-0.49247345328330994,-0.0004281251458451152,1.0,-0.49313467741012573,-0.0006612259312532842,-1.0,0.0,0.0
278,78.0,-0.49313467741012573,-0.0006612259312532842,2.0,-0.493024080991745,0.00011061138502554968,-1.0,0.0,0.0
279,79.0,-0.493024080991745,0.00011061138502554968,1.0,-0.4931424558162689,-0.00011837743659270927,-1.0,0.0,0.0
280,80.0,-0.4931424558162689,-0.00011837743659270927,2.0,-0.49248895049095154,0.0006535178399644792,-1.0,0.0,0.0
281,81.0,-0.49248895049095154,0.0006535178399644792,2.0,-0.49106839299201965,0.0014205327024683356,-1.0,0.0,0.0
282,82.0,-0.49106839299201965,0.0014205327024683356,1.0,-0.4898914694786072,0.001176942023448646,-1.0,0.0,0.0
283,83.0,-0.4898914694786072,0.001176942023448646,2.0,-0.4879668951034546,0.0019245677394792438,-1.0,0.0,0.0
284,84.0,-0.4879668951034546,0.0019245677394792438,2.0,-0.48530906438827515,0.0026578372344374657,-1.0,0.0,0.0
285,85.0,-0.48530906438827515,0.0026578372344374657,1.0,-0.482937753200531,0.002371295588091016,-1.0,0.0,0.0
286,86.0,-0.482937753200531,0.002371295588091016,2.0,-0.47987067699432373,0.0030670936685055494,-1.0,0.0,0.0
287,87.0,-0.47987067699432373,0.0030670936685055494,2.0,-0.4761306047439575,0.0037400727160274982,-1.0,0.0,0.0
288,88.0,-0.4761306047439575,0.0037400727160274982,0.0,-0.47374534606933594,0.002385263331234455,-1.0,0.0,0.0
289,89.0,-0.47374534606933594,0.002385263331234455,2.0,-0.47073256969451904,0.0030127549543976784,-1.0,0.0,0.0
290,90.0,-0.47073256969451904,0.0030127549543976784,0.0,-0.46911466121673584,0.001617918605916202,-1.0,0.0,0.0
291,91.0,-0.46911466121673584,0.001617918605916202,2.0,-0.46690356731414795,0.0022111048456281424,-1.0,0.0,0.0
292,92.0,-0.46690356731414795,0.0022111048456281424,1.0,-0.46511560678482056,0.0017879379447549582,-1.0,0.0,0.0
293,93.0,-0.46511560678482056,0.0017879379447549582,2.0,-0.46276405453681946,0.0023515610955655575,-1.0,0.0,0.0
294,94.0,-0.46276405453681946,0.0023515610955655575,0.0,-0.46186622977256775,0.0008978293044492602,-1.0,0.0,0.0
295,95.0,-0.46186622977256775,0.0008978293044492602,0.0,-0.4624287486076355,-0.0005625226767733693,-1.0,0.0,0.0
296,96.0,-0.4624287486076355,-0.0005625226767733693,1.0,-0.4634474813938141,-0.001018727314658463,-1.0,0.0,0.0
297,97.0,-0.4634474813938141,-0.001018727314658463,1.0,-0.46491488814353943,-0.0014674175763502717,-1.0,0.0,0.0
298,98.0,-0.46491488814353943,-0.0014674175763502717,0.0,-0.4678201675415039,-0.0029052766039967537,-1.0,0.0,0.0
299,99.0,-0.4678201675415039,-0.0029052766039967537,2.0,-0.47014182806015015,-0.0023216665722429752,-1.0,0.0,0.0
300,100.0,-0.47014182806015015,-0.0023216665722429752,0.0,-0.4738627076148987,-0.0037208772264420986,-1.0,0.0,0.0
301,101.0,-0.4738627076148987,-0.0037208772264420986,1.0,-0.4779552221298218,-0.004092514980584383,-1.0,0.0,0.0
302,102.0,-0.4779552221298218,-0.004092514980584383,2.0,-0.48138901591300964,-0.003433773061260581,-1.0,0.0,0.0
303,103.0,-0.48138901591300964,-0.003433773061260581,0.0,-0.4861384928226471,-0.004749501124024391,-1.0,0.0,0.0
304,104.0,-0.4861384928226471,-0.004749501124024391,0.0,-0.4921683669090271,-0.006029861979186535,-1.0,0.0,0.0
305,105.0,-0.4921683669090271,-0.006029861979186535,1.0,-0.4984336197376251,-0.0062652407214045525,-1.0,0.0,0.0
306,106.0,-0.4984336197376251,-0.0062652407214045525,1.0,-0.5048874020576477,-0.006453800480812788,-1.0,0.0,0.0
307,107.0,-0.5048874020576477,-0.006453800480812788,2.0,-0.5104814767837524,-0.005594062153249979,-1.0,0.0,0.0
308,108.0,-0.5104814767837524,-0.005594062153249979,2.0,-0.5151739120483398,-0.00469241663813591,-1.0,0.0,0.0
309,109.0,-0.5151739120483398,-0.00469241663813591,2.0,-0.5189294815063477,-0.0037555964663624763,-1.0,0.0,0.0
310,110.0,-0.5189294815063477,-0.0037555964663624763,2.0,-0.5217201113700867,-0.00279061496257782,-1.0,0.0,0.0
311,111.0,-0.5217201113700867,-0.00279061496257782,0.0,-0.5255247950553894,-0.003804704872891307,-1.0,0.0,0.0
312,112.0,-0.5255247950553894,-0.003804704872891307,1.0,-0.5293150544166565,-0.003790259826928377,-1.0,0.0,0.0
313,113.0,-0.5293150544166565,-0.003790259826928377,1.0,-0.5330624580383301,-0.0037473898846656084,-1.0,0.0,0.0
314,114.0,-0.5330624580383301,-0.0037473898846656084,0.0,-0.5377388596534729,-0.0046764216385781765,-1.0,0.0,0.0
315,115.0,-0.5377388596534729,-0.0046764216385781765,0.0,-0.5433092713356018,-0.005570402834564447,-1.0,0.0,0.0
316,116.0,-0.5433092713356018,-0.005570402834564447,1.0,-0.5487319231033325,-0.005422660149633884,-1.0,0.0,0.0
317,117.0,-0.5487319231033325,-0.005422660149633884,0.0,-0.5549662709236145,-0.006234339904040098,-1.0,0.0,0.0
318,118.0,-0.5549662709236145,-0.006234339904040098,1.0,-0.5609657168388367,-0.005999431014060974,-1.0,0.0,0.0
319,119.0,-0.5609657168388367,-0.005999431014060974,1.0,-0.5666854977607727,-0.005719765555113554,-1.0,0.0,0.0
320,120.0,-0.5666854977607727,-0.005719765555113554,1.0,-0.5720829963684082,-0.0053975144401192665,-1.0,0.0,0.0
321,121.0,-0.5720829963684082,-0.0053975144401192665,0.0,-0.5781181454658508,-0.0060351635329425335,-1.0,0.0,0.0
322,122.0,-0.5781181454658508,-0.0060351635329425335,0.0,-0.584746241569519,-0.006628089118748903,-1.0,0.0,0.0
323,123.0,-0.584746241569519,-0.006628089118748903,2.0,-0.589918315410614,-0.005172050558030605,-1.0,0.0,0.0
324,124.0,-0.589918315410614,-0.005172050558030605,2.0,-0.5935962200164795,-0.0036779295187443495,-1.0,0.0,0.0
325,125.0,-0.5935962200164795,-0.0036779295187443495,2.0,-0.595753014087677,-0.002156798494979739,-1.0,0.0,0.0
326,126.0,-0.595753014087677,-0.002156798494979739,2.0,-0.5963729023933411,-0.0006198578630574048,-1.0,0.0,0.0
327,127.0,-0.5963729023933411,-0.0006198578630574048,1.0,-0.5964512825012207,-7.83777140895836e-05,-1.0,0.0,0.0
328,128.0,-0.5964512825012207,-7.83777140895836e-05,0.0,-0.5969876050949097,-0.0005363236996345222,-1.0,0.0,0.0
329,129.0,-0.5969876050949097,-0.0005363236996345222,0.0,-0.5979779362678528,-0.0009903436293825507,-1.0,0.0,0.0
330,130.0,-0.5979779362678528,-0.0009903436293825507,1.0,-0.5984150171279907,-0.00043711779289878905,-1.0,0.0,0.0
331,131.0,-0.5984150171279907,-0.00043711779289878905,0.0,-0.5992957353591919,-0.0008806952391751111,-1.0,0.0,0.0
332,132.0,-0.5992957353591919,-0.0008806952391751111,1.0,-0.5996135473251343,-0.00031783513259142637,-1.0,0.0,0.0
333,133.0,-0.5996135473251343,-0.00031783513259142637,1.0,-0.5993662476539612,0.0002473472850397229,-1.0,0.0,0.0
334,134.0,-0.5993662476539612,0.0002473472850397229,1.0,-0.5985555052757263,0.0008107224712148309,-1.0,0.0,0.0
335,135.0,-0.5985555052757263,0.0008107224712148309,2.0,-0.5961873531341553,0.0023681719321757555,-1.0,0.0,0.0
336,136.0,-0.5961873531341553,0.0023681719321757555,0.0,-0.5942790508270264,0.0019082934595644474,-1.0,0.0,0.0
337,137.0,-0.5942790508270264,0.0019082934595644474,2.0,-0.5908446311950684,0.0034344319719821215,-1.0,0.0,0.0
338,138.0,-0.5908446311950684,0.0034344319719821215,1.0,-0.5869092345237732,0.003935361746698618,-1.0,0.0,0.0
339,139.0,-0.5869092345237732,0.003935361746698618,2.0,-0.5815019011497498,0.005407340358942747,-1.0,0.0,0.0
340,140.0,-0.5815019011497498,0.005407340358942747,0.0,-0.5766624808311462,0.00483943335711956,-1.0,0.0,0.0
341,141.0,-0.5766624808311462,0.00483943335711956,1.0,-0.5714267492294312,0.005235732067376375,-1.0,0.0,0.0
342,142.0,-0.5714267492294312,0.005235732067376375,0.0,-0.56683349609375,0.004593212157487869,-1.0,0.0,0.0
343,143.0,-0.56683349609375,0.004593212157487869,2.0,-0.5609169602394104,0.005916564259678125,-1.0,0.0,0.0
344,144.0,-0.5609169602394104,0.005916564259678125,1.0,-0.5547211170196533,0.0061958665028214455,-1.0,0.0,0.0
345,145.0,-0.5547211170196533,0.0061958665028214455,0.0,-0.5492921471595764,0.00542894471436739,-1.0,0.0,0.0
346,146.0,-0.5492921471595764,0.00542894471436739,0.0,-0.5446707010269165,0.004621454514563084,-1.0,0.0,0.0
347,147.0,-0.5446707010269165,0.004621454514563084,0.0,-0.5408912897109985,0.0037793884985148907,-1.0,0.0,0.0
348,148.0,-0.5408912897109985,0.0037793884985148907,2.0,-0.5359822511672974,0.004909024108201265,-1.0,0.0,0.0
349,149.0,-0.5359822511672974,0.004909024108201265,2.0,-0.5299804210662842,0.006001878995448351,-1.0,0.0,0.0
350,150.0,-0.5299804210662842,0.006001878995448351,0.0,-0.5249306559562683,0.005049738567322493,-1.0,0.0,0.0
351,151.0,-0.5249306559562683,0.005049738567322493,0.0,-0.5208709239959717,0.004059727769345045,-1.0,0.0,0.0
352,152.0,-0.5208709239959717,0.004059727769345045,0.0,-0.5178316831588745,0.00303926900960505,-1.0,0.0,0.0
353,153.0,-0.5178316831588745,0.00303926900960505,2.0,-0.5138356685638428,0.0039960178546607494,-1.0,0.0,0.0
354,154.0,-0.5138356685638428,0.0039960178546607494,2.0,-0.5089128613471985,0.004922804888337851,-1.0,0.0,0.0
355,155.0,-0.5089128613471985,0.004922804888337851,1.0,-0.5041001439094543,0.0048126960173249245,-1.0,0.0,0.0
356,156.0,-0.5041001439094543,0.0048126960173249245,0.0,-0.500433623790741,0.003666539676487446,-1.0,0.0,0.0
357,157.0,-0.500433623790741,0.003666539676487446,1.0,-0.4969406723976135,0.0034929406829178333,-1.0,0.0,0.0
358,158.0,-0.4969406723976135,0.0034929406829178333,0.0,-0.49464744329452515,0.0022932179272174835,-1.0,0.0,0.0
359,159.0,-0.49464744329452515,0.0022932179272174835,1.0,-0.492571085691452,0.0020763559732586145,-1.0,0.0,0.0
360,160.0,-0.492571085691452,0.0020763559732586145,1.0,-0.49072709679603577,0.0018439841223880649,-1.0,0.0,0.0
361,161.0,-0.49072709679603577,0.0018439841223880649,1.0,-0.48912927508354187,0.0015978460432961583,-1.0,0.0,0.0
362,162.0,-0.48912927508354187,0.0015978460432961583,1.0,-0.48778948187828064,0.0013397851726040244,-1.0,0.0,0.0
363,163.0,-0.48778948187828064,0.0013397851726040244,2.0,-0.4857177436351776,0.002071731723845005,-1.0,0.0,0.0
364,164.0,-0.4857177436351776,0.002071731723845005,0.0,-0.48492950201034546,0.0007882351637817919,-1.0,0.0,0.0
365,165.0,-0.48492950201034546,0.0007882351637817919,0.0,-0.48543065786361694,-0.0005011342582292855,-1.0,0.0,0.0
366,166.0,-0.48543065786361694,-0.0005011342582292855,0.0,-0.48721742630004883,-0.0017867700662463903,-1.0,0.0,0.0
367,167.0,-0.48721742630004883,-0.0017867700662463903,1.0,-0.4892764985561371,-0.0020590887870639563,-1.0,0.0,0.0
368,168.0,-0.4892764985561371,-0.0020590887870639563,1.0,-0.49159255623817444,-0.002316051395609975,-1.0,0.0,0.0
369,169.0,-0.49159255623817444,-0.002316051395609975,0.0,-0.49514827132225037,-0.0035557292867451906,-1.0,0.0,0.0
370,170.0,-0.49514827132225037,-0.0035557292867451906,1.0,-0.4989171326160431,-0.003768848953768611,-1.0,0.0,0.0
371,171.0,-0.4989171326160431,-0.003768848953768611,0.0,-0.5038709044456482,-0.004953792318701744,-1.0,0.0,0.0
372,172.0,-0.5038709044456482,-0.004953792318701744,0.0,-0.5099725723266602,-0.006101664621382952,-1.0,0.0,0.0
373,173.0,-0.5099725723266602,-0.006101664621382952,0.0,-0.5171764492988586,-0.007203832734376192,-1.0,0.0,0.0
374,174.0,-0.5171764492988586,-0.007203832734376192,1.0,-0.5244284272193909,-0.0072519974783062935,-1.0,0.0,0.0
375,175.0,-0.5244284272193909,-0.0072519974783062935,0.0,-0.5326741933822632,-0.008245774544775486,-1.0,0.0,0.0
376,176.0,-0.5326741933822632,-0.008245774544775486,1.0,-0.540851891040802,-0.00817771814763546,-1.0,0.0,0.0
377,177.0,-0.540851891040802,-0.00817771814763546,0.0,-0.5499002933502197,-0.00904837716370821,-1.0,0.0,0.0
378,178.0,-0.5499002933502197,-0.00904837716370821,0.0,-0.5597516298294067,-0.009851320646703243,-1.0,0.0,0.0
379,179.0,-0.5597516298294067,-0.009851320646703243,2.0,-0.568332314491272,-0.008580705150961876,-1.0,0.0,0.0
380,180.0,-0.568332314491272,-0.008580705150961876,0.0,-0.5775785446166992,-0.009246209636330605,-1.0,0.0,0.0
381,181.0,-0.5775785446166992,-0.009246209636330605,0.0,-0.5874216556549072,-0.009843128733336926,-1.0,0.0,0.0
382,182.0,-0.5874216556549072,-0.009843128733336926,2.0,-0.5957890152931213,-0.008367376402020454,-1.0,0.0,0.0
383,183.0,-0.5957890152931213,-0.008367376402020454,2.0,-0.6026192307472229,-0.006830172147601843,-1.0,0.0,0.0
384,184.0,-0.6026192307472229,-0.006830172147601843,0.0,-0.6098622679710388,-0.007243054453283548,-1.0,0.0,0.0
385,185.0,-0.6098622679710388,-0.007243054453283548,0.0,-0.6174655556678772,-0.007603275589644909,-1.0,0.0,0.0
386,186.0,-0.6174655556678772,-0.007603275589644909,1.0,-0.6243740916252136,-0.006908542476594448,-1.0,0.0,0.0
387,187.0,-0.6243740916252136,-0.006908542476594448,0.0,-0.6315382719039917,-0.007164189126342535,-1.0,0.0,0.0
388,188.0,-0.6315382719039917,-0.007164189126342535,1.0,-0.6379069685935974,-0.006368716713041067,-1.0,0.0,0.0
389,189.0,-0.6379069685935974,-0.006368716713041067,1.0,-0.6434351205825806,-0.005528109613806009,-1.0,0.0,0.0
390,190.0,-0.6434351205825806,-0.005528109613806009,2.0,-0.6470836400985718,-0.003648573299869895,-1.0,0.0,0.0
391,191.0,-0.6470836400985718,-0.003648573299869895,2.0,-0.6488271355628967,-0.0017434749752283096,-1.0,0.0,0.0
392,192.0,-0.6488271355628967,-0.0017434749752283096,1.0,-0.6496533155441284,-0.0008262001792900264,-1.0,0.0,0.0
393,193.0,-0.6496533155441284,-0.0008262001792900264,2.0,-0.6485565304756165,0.001096836174838245,-1.0,0.0,0.0
394,194.0,-0.6485565304756165,0.001096836174838245,0.0,-0.647544264793396,0.0010122224921360612,-1.0,0.0,0.0
395,195.0,-0.647544264793396,0.0010122224921360612,2.0,-0.6446237564086914,0.0029205400496721268,-1.0,0.0,0.0
396,196.0,-0.6446237564086914,0.0029205400496721268,0.0,-0.6418153047561646,0.0028084160294383764,-1.0,0.0,0.0
397,197.0,-0.6418153047561646,0.0028084160294383764,0.0,-0.6391387581825256,0.0026765705551952124,-1.0,0.0,0.0
398,198.0,-0.6391387581825256,0.0026765705551952124,0.0,-0.6366128921508789,0.002525872318074107,-1.0,0.0,0.0
399,199.0,-0.6366128921508789,0.002525872318074107,0.0,-0.6342555284500122,0.0023573325015604496,-1.0,0.0,1.0
400,0.0,-0.5564627051353455,0.0,0.0,-0.5572166442871094,-0.0007539195357821882,-1.0,0.0,0.0
401,1.0,-0.5572166442871094,-0.0007539195357821882,2.0,-0.5567188262939453,0.0004977872595191002,-1.0,0.0,0.0
402,2.0,-0.5567188262939453,0.0004977872595191002,0.0,-0.5569730997085571,-0.00025422070757485926,-1.0,0.0,0.0
403,3.0,-0.5569730997085571,-0.00025422070757485926,0.0,-0.5579773783683777,-0.001004331512376666,-1.0,0.0,0.0
404,4.0,-0.5579773783683777,-0.001004331512376666,2.0,-0.5577243566513062,0.0002530513738747686,-1.0,0.0,0.0
405,5.0,-0.5577243566513062,0.0002530513738747686,0.0,-0.5582157969474792,-0.0004914536257274449,-1.0,0.0,0.0
406,6.0,-0.5582157969474792,-0.0004914536257274449,1.0,-0.558448076248169,-0.00023229233920574188,-1.0,0.0,0.0
407,7.0,-0.558448076248169,-0.00023229233920574188,1.0,-0.5584195256233215,2.8601711164810695e-05,-1.0,0.0,0.0
408,8.0,-0.5584195256233215,2.8601711164810695e-05,0.0,-0.5591301918029785,-0.000710717577021569,-1.0,0.0,0.0
409,9.0,-0.5591301918029785,-0.000710717577021569,0.0,-0.5605749487876892,-0.0014447361463680863,-1.0,0.0,0.0
410,10.0,-0.5605749487876892,-0.0014447361463680863,0.0,-0.5627429485321045,-0.0021679832134395838,-1.0,0.0,0.0
411,11.0,-0.5627429485321045,-0.0021679832134395838,0.0,-0.5656180381774902,-0.002875076374039054,-1.0,0.0,0.0
412,12.0,-0.5656180381774902,-0.002875076374039054,2.0,-0.5671787858009338,-0.0015607660170644522,-1.0,0.0,0.0
413,13.0,-0.5671787858009338,-0.0015607660170644522,1.0,-0.5684136152267456,-0.0012348464224487543,-1.0,0.0,0.0
414,14.0,-0.5684136152267456,-0.0012348464224487543,0.0,-0.5703133940696716,-0.0018997467122972012,-1.0,0.0,0.0
415,15.0,-0.5703133940696716,-0.0018997467122972012,0.0,-0.5728638768196106,-0.002550533041357994,-1.0,0.0,0.0
416,16.0,-0.5728638768196106,-0.002550533041357994,2.0,-0.5740463137626648,-0.0011823881650343537,-1.0,0.0,0.0
417,17.0,-0.5740463137626648,-0.0011823881650343537,1.0,-0.5748517513275146,-0.0008054745267145336,-1.0,0.0,0.0
418,18.0,-0.5748517513275146,-0.0008054745267145336,0.0,-0.5762743353843689,-0.0014225898776203394,-1.0,0.0,0.0
419,19.0,-0.5762743353843689,-0.0014225898776203394,1.0,-0.5773035287857056,-0.0010291653452441096,-1.0,0.0,0.0
420,20.0,-0.5773035287857056,-0.0010291653452441096,2.0,-0.5769316554069519,0.00037187995621934533,-1.0,0.0,0.0
421,21.0,-0.5769316554069519,0.00037187995621934533,0.0,-0.5771614909172058,-0.0002298280014656484,-1.0,0.0,0.0
422,22.0,-0.5771614909172058,-0.0002298280014656484,0.0,-0.5779913067817688,-0.0008298343745991588,-1.0,0.0,0.0
423,23.0,-0.5779913067817688,-0.0008298343745991588,2.0,-0.5774149894714355,0.0005763016524724662,-1.0,0.0,0.0
424,24.0,-0.5774149894714355,0.0005763016524724662,2.0,-0.5754368305206299,0.0019781722221523523,-1.0,0.0,0.0
425,25.0,-0.5754368305206299,0.0019781722221523523,0.0,-0.5740714073181152,0.0013653923524543643,-1.0,0.0,0.0
426,26.0,-0.5740714073181152,0.0013653923524543643,2.0,-0.5713289380073547,0.0027424923609942198,-1.0,0.0,0.0
427,27.0,-0.5713289380073547,0.0027424923609942198,1.0,-0.5682296752929688,0.003099246649071574,-1.0,0.0,0.0
428,28.0,-0.5682296752929688,0.003099246649071574,2.0,-0.5637966990470886,0.004432979505509138,-1.0,0.0,0.0
429,29.0,-0.5637966990470886,0.004432979505509138,2.0,-0.5580629706382751,0.005733733531087637,-1.0,0.0,0.0
430,30.0,-0.5580629706382751,0.005733733531087637,0.0,-0.5530712008476257,0.00499175488948822,-1.0,0.0,0.0
431,31.0,-0.5530712008476257,0.00499175488948822,1.0,-0.547858715057373,0.005212510470300913,-1.0,0.0,0.0
432,32.0,-0.547858715057373,0.005212510470300913,0.0,-0.5434644222259521,0.004394299350678921,-1.0,0.0,0.0
433,33.0,-0.5434644222259521,0.004394299350678921,0.0,-0.539921224117279,0.0035432036966085434,-1.0,0.0,0.0
434,34.0,-0.539921224117279,0.0035432036966085434,1.0,-0.5362556576728821,0.003665572963654995,-1.0,0.0,0.0
435,35.0,-0.5362556576728821,0.003665572963654995,2.0,-0.5314951539039612,0.004760476760566235,-1.0,0.0,0.0
436,36.0,-0.5314951539039612,0.004760476760566235,1.0,-0.5266754627227783,0.004819693975150585,-1.0,0.0,0.0
437,37.0,-0.5266754627227783,0.004819693975150585,0.0,-0.5228326916694641,0.003842768957838416,-1.0,0.0,0.0
438,38.0,-0.5228326916694641,0.003842768957838416,1.0,-0.5189957022666931,0.0038370233960449696,-1.0,0.0,0.0
439,39.0,-0.5189957022666931,0.0038370233960449696,1.0,-0.5151931643486023,0.0038025013636797667,-1.0,0.0,0.0
440,40.0,-0.5151931643486023,0.0038025013636797667,1.0,-0.5114536881446838,0.0037394659593701363,-1.0,0.0,0.0
441,41.0,-0.5114536881446838,0.0037394659593701363,1.0,-0.5078052878379822,0.0036483982112258673,-1.0,0.0,0.0
442,42.0,-0.5078052878379822,0.0036483982112258673,2.0,-0.5032753348350525,0.004529991652816534,-1.0,0.0,0.0
